query_year,vote_date,matter_file,signature_review_id,accepted_council_districts,repair_source,repair_confidence,repair_promotion_decision,repair_evidence_type,repair_note,signature_matter_files,application_keys,zap_project_ids,zap_project_names,title_examples,matter_urls,history_detail_urls
2007,2007-08-22,M 0787-2007,clu_geo_116,3; 5; 34,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,explicit_official_district,"The bundled call-up vote covers four matters. M 0787-2007 / LU 0539-2007 is the Tanti Baci sidewalk cafe at 135 1/2 Seventh Avenue South, Manhattan, explicitly listed in official Council LU records as Council District no. 3. M 0788-2007 / LU 0535-2007 is C...",M 0787-2007; M 0788-2007; M 0789-2007; M 0790-2007,20075440TCM; 070211ZSM; 070434ZSK; 070432ZMK; 070433HAK; 20075497TCM,P2007M0145; P2007K0305,200 11TH AVE PKG GARAGE; COOK STREET,"By The Speaker (Council Member Quinn): Pursuant to Rule 11.20(b) of the Council and Section 20-226(g) of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 135 ½ Seventh Avenue South, Application no. 20075440 TCM shall be subject to review by the Council.; By The Speaker (Council Member Quinn) Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Applications no., C 070211 ZSM a special permit to allow an attended public parking garage at 200 11th Avenue, Manhattan, shall be subject to Council review.; By the Chair of the Land Use Committee Council Member Katz Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Application no. C 070434 ZSK, a special permit, shall be subject to Council review. This application is related to application nos. C 070432 ZMK and C 070433 HAK that are subject to Council review pursuant to Section 197-d of the New York City Charter.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447503&GUID=32473A28-721D-4652-8C93-8048F647E36E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447468&GUID=287218E9-1972-4793-ACA1-76EDBCFF8669&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447453&GUID=06BC1878-EDCF-4D59-ABBB-AEFD88F2DE8B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447471&GUID=BAC0EA2D-D495-41BB-A639-F8BCD55E0587&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319415&GUID=EA412A8E-9E4F-46B8-A890-85E0DE281C47; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319413&GUID=4BE5828B-2C50-458E-A0DB-034D3FE3F857; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319412&GUID=6426CFA3-FA96-4F5F-8855-39B163B85DCC; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319414&GUID=B9CD8CA5-D54A-44B4-9677-336160D26120
2007,2007-08-22,M 0788-2007,clu_geo_116,3; 5; 34,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,explicit_official_district,"The bundled call-up vote covers four matters. M 0787-2007 / LU 0539-2007 is the Tanti Baci sidewalk cafe at 135 1/2 Seventh Avenue South, Manhattan, explicitly listed in official Council LU records as Council District no. 3. M 0788-2007 / LU 0535-2007 is C...",M 0787-2007; M 0788-2007; M 0789-2007; M 0790-2007,20075440TCM; 070211ZSM; 070434ZSK; 070432ZMK; 070433HAK; 20075497TCM,P2007M0145; P2007K0305,200 11TH AVE PKG GARAGE; COOK STREET,"By The Speaker (Council Member Quinn): Pursuant to Rule 11.20(b) of the Council and Section 20-226(g) of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 135 ½ Seventh Avenue South, Application no. 20075440 TCM shall be subject to review by the Council.; By The Speaker (Council Member Quinn) Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Applications no., C 070211 ZSM a special permit to allow an attended public parking garage at 200 11th Avenue, Manhattan, shall be subject to Council review.; By the Chair of the Land Use Committee Council Member Katz Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Application no. C 070434 ZSK, a special permit, shall be subject to Council review. This application is related to application nos. C 070432 ZMK and C 070433 HAK that are subject to Council review pursuant to Section 197-d of the New York City Charter.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447503&GUID=32473A28-721D-4652-8C93-8048F647E36E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447468&GUID=287218E9-1972-4793-ACA1-76EDBCFF8669&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447453&GUID=06BC1878-EDCF-4D59-ABBB-AEFD88F2DE8B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447471&GUID=BAC0EA2D-D495-41BB-A639-F8BCD55E0587&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319415&GUID=EA412A8E-9E4F-46B8-A890-85E0DE281C47; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319413&GUID=4BE5828B-2C50-458E-A0DB-034D3FE3F857; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319412&GUID=6426CFA3-FA96-4F5F-8855-39B163B85DCC; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319414&GUID=B9CD8CA5-D54A-44B4-9677-336160D26120
2007,2007-08-22,M 0789-2007,clu_geo_116,3; 5; 34,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,explicit_official_district,"The bundled call-up vote covers four matters. M 0787-2007 / LU 0539-2007 is the Tanti Baci sidewalk cafe at 135 1/2 Seventh Avenue South, Manhattan, explicitly listed in official Council LU records as Council District no. 3. M 0788-2007 / LU 0535-2007 is C...",M 0787-2007; M 0788-2007; M 0789-2007; M 0790-2007,20075440TCM; 070211ZSM; 070434ZSK; 070432ZMK; 070433HAK; 20075497TCM,P2007M0145; P2007K0305,200 11TH AVE PKG GARAGE; COOK STREET,"By The Speaker (Council Member Quinn): Pursuant to Rule 11.20(b) of the Council and Section 20-226(g) of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 135 ½ Seventh Avenue South, Application no. 20075440 TCM shall be subject to review by the Council.; By The Speaker (Council Member Quinn) Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Applications no., C 070211 ZSM a special permit to allow an attended public parking garage at 200 11th Avenue, Manhattan, shall be subject to Council review.; By the Chair of the Land Use Committee Council Member Katz Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Application no. C 070434 ZSK, a special permit, shall be subject to Council review. This application is related to application nos. C 070432 ZMK and C 070433 HAK that are subject to Council review pursuant to Section 197-d of the New York City Charter.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447503&GUID=32473A28-721D-4652-8C93-8048F647E36E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447468&GUID=287218E9-1972-4793-ACA1-76EDBCFF8669&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447453&GUID=06BC1878-EDCF-4D59-ABBB-AEFD88F2DE8B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447471&GUID=BAC0EA2D-D495-41BB-A639-F8BCD55E0587&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319415&GUID=EA412A8E-9E4F-46B8-A890-85E0DE281C47; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319413&GUID=4BE5828B-2C50-458E-A0DB-034D3FE3F857; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319412&GUID=6426CFA3-FA96-4F5F-8855-39B163B85DCC; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319414&GUID=B9CD8CA5-D54A-44B4-9677-336160D26120
2007,2007-08-22,M 0790-2007,clu_geo_116,3; 5; 34,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,explicit_official_district,"The bundled call-up vote covers four matters. M 0787-2007 / LU 0539-2007 is the Tanti Baci sidewalk cafe at 135 1/2 Seventh Avenue South, Manhattan, explicitly listed in official Council LU records as Council District no. 3. M 0788-2007 / LU 0535-2007 is C...",M 0787-2007; M 0788-2007; M 0789-2007; M 0790-2007,20075440TCM; 070211ZSM; 070434ZSK; 070432ZMK; 070433HAK; 20075497TCM,P2007M0145; P2007K0305,200 11TH AVE PKG GARAGE; COOK STREET,"By The Speaker (Council Member Quinn): Pursuant to Rule 11.20(b) of the Council and Section 20-226(g) of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 135 ½ Seventh Avenue South, Application no. 20075440 TCM shall be subject to review by the Council.; By The Speaker (Council Member Quinn) Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Applications no., C 070211 ZSM a special permit to allow an attended public parking garage at 200 11th Avenue, Manhattan, shall be subject to Council review.; By the Chair of the Land Use Committee Council Member Katz Pursuant to Rule 11.20(c) of the Council and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Procedure Application no. C 070434 ZSK, a special permit, shall be subject to Council review. This application is related to application nos. C 070432 ZMK and C 070433 HAK that are subject to Council review pursuant to Section 197-d of the New York City Charter.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447503&GUID=32473A28-721D-4652-8C93-8048F647E36E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447468&GUID=287218E9-1972-4793-ACA1-76EDBCFF8669&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447453&GUID=06BC1878-EDCF-4D59-ABBB-AEFD88F2DE8B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447471&GUID=BAC0EA2D-D495-41BB-A639-F8BCD55E0587&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319415&GUID=EA412A8E-9E4F-46B8-A890-85E0DE281C47; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319413&GUID=4BE5828B-2C50-458E-A0DB-034D3FE3F857; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319412&GUID=6426CFA3-FA96-4F5F-8855-39B163B85DCC; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2319414&GUID=B9CD8CA5-D54A-44B4-9677-336160D26120
2007,2007-12-19,LU 0634-2007,clu_geo_010,7,manual_queue_ai_review_researcher_accepted,high,promote,official_geography_external_boundary,Imported from the prior full-document conflict-review pass: official Manhattanville project boundaries plus external geography support Council District 7; a direct Council District line is not required.,LU 0634-2007; LU 0635-2007; Res 1201-2007; Res 1202-2007,070495ZMM; 070496ZRM,P2007M0351,SPEC MANHATTANVILLE DIST,"Uniform Land Use Review Procedure application no. C 070495 ZMM, submitted by Columbia University, pursuant to Sections 197-c and 201 of the New York City Charter, for an amendment of the Zoning Map, Section No. 5c and 6a.; Uniform Land Use Review Procedure application no. N 070496 ZRM, submitted by Columbia University, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article X, Chapter 4, (Special Manhattanville Mixed Use District), establishing a special district in Borough of Manhattan, Community District 9, and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 070495 ZMM, a Zoning Map change (L.U. No. 634).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447818&GUID=BEEFF9B9-CA31-49E5-B4FD-62DFD84E820E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447819&GUID=D30D3FF0-8525-4C80-97F0-18B9A6B6DEFD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447870&GUID=F2157B9D-A9BD-44D9-AD49-02C155635F2B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447871&GUID=C8F31B4C-C79D-48E7-AE2D-DD7ADE9009EA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321802&GUID=9456CDAE-998A-40E8-AB53-DE664FBB3BE1; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321803&GUID=2A26DF31-E23A-4285-A9C9-C3225841757D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321808&GUID=3A3C5961-C3C3-4234-AC34-15F6846D98B3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321809&GUID=9171AABA-D85B-4C11-9708-FC7F1CA76AEB
2007,2007-12-19,LU 0635-2007,clu_geo_010,7,manual_queue_ai_review_researcher_accepted,high,promote,official_geography_external_boundary,Imported from the prior full-document conflict-review pass: official Manhattanville project boundaries plus external geography support Council District 7; a direct Council District line is not required.,LU 0634-2007; LU 0635-2007; Res 1201-2007; Res 1202-2007,070495ZMM; 070496ZRM,P2007M0351,SPEC MANHATTANVILLE DIST,"Uniform Land Use Review Procedure application no. C 070495 ZMM, submitted by Columbia University, pursuant to Sections 197-c and 201 of the New York City Charter, for an amendment of the Zoning Map, Section No. 5c and 6a.; Uniform Land Use Review Procedure application no. N 070496 ZRM, submitted by Columbia University, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article X, Chapter 4, (Special Manhattanville Mixed Use District), establishing a special district in Borough of Manhattan, Community District 9, and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 070495 ZMM, a Zoning Map change (L.U. No. 634).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447818&GUID=BEEFF9B9-CA31-49E5-B4FD-62DFD84E820E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447819&GUID=D30D3FF0-8525-4C80-97F0-18B9A6B6DEFD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447870&GUID=F2157B9D-A9BD-44D9-AD49-02C155635F2B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447871&GUID=C8F31B4C-C79D-48E7-AE2D-DD7ADE9009EA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321802&GUID=9456CDAE-998A-40E8-AB53-DE664FBB3BE1; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321803&GUID=2A26DF31-E23A-4285-A9C9-C3225841757D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321808&GUID=3A3C5961-C3C3-4234-AC34-15F6846D98B3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321809&GUID=9171AABA-D85B-4C11-9708-FC7F1CA76AEB
2007,2007-12-19,Res 1201-2007,clu_geo_010,7,manual_queue_ai_review_researcher_accepted,high,promote,official_geography_external_boundary,Imported from the prior full-document conflict-review pass: official Manhattanville project boundaries plus external geography support Council District 7; a direct Council District line is not required.,LU 0634-2007; LU 0635-2007; Res 1201-2007; Res 1202-2007,070495ZMM; 070496ZRM,P2007M0351,SPEC MANHATTANVILLE DIST,"Uniform Land Use Review Procedure application no. C 070495 ZMM, submitted by Columbia University, pursuant to Sections 197-c and 201 of the New York City Charter, for an amendment of the Zoning Map, Section No. 5c and 6a.; Uniform Land Use Review Procedure application no. N 070496 ZRM, submitted by Columbia University, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article X, Chapter 4, (Special Manhattanville Mixed Use District), establishing a special district in Borough of Manhattan, Community District 9, and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 070495 ZMM, a Zoning Map change (L.U. No. 634).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447818&GUID=BEEFF9B9-CA31-49E5-B4FD-62DFD84E820E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447819&GUID=D30D3FF0-8525-4C80-97F0-18B9A6B6DEFD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447870&GUID=F2157B9D-A9BD-44D9-AD49-02C155635F2B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447871&GUID=C8F31B4C-C79D-48E7-AE2D-DD7ADE9009EA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321802&GUID=9456CDAE-998A-40E8-AB53-DE664FBB3BE1; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321803&GUID=2A26DF31-E23A-4285-A9C9-C3225841757D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321808&GUID=3A3C5961-C3C3-4234-AC34-15F6846D98B3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321809&GUID=9171AABA-D85B-4C11-9708-FC7F1CA76AEB
2007,2007-12-19,Res 1202-2007,clu_geo_010,7,manual_queue_ai_review_researcher_accepted,high,promote,official_geography_external_boundary,Imported from the prior full-document conflict-review pass: official Manhattanville project boundaries plus external geography support Council District 7; a direct Council District line is not required.,LU 0634-2007; LU 0635-2007; Res 1201-2007; Res 1202-2007,070495ZMM; 070496ZRM,P2007M0351,SPEC MANHATTANVILLE DIST,"Uniform Land Use Review Procedure application no. C 070495 ZMM, submitted by Columbia University, pursuant to Sections 197-c and 201 of the New York City Charter, for an amendment of the Zoning Map, Section No. 5c and 6a.; Uniform Land Use Review Procedure application no. N 070496 ZRM, submitted by Columbia University, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article X, Chapter 4, (Special Manhattanville Mixed Use District), establishing a special district in Borough of Manhattan, Community District 9, and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 070495 ZMM, a Zoning Map change (L.U. No. 634).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447818&GUID=BEEFF9B9-CA31-49E5-B4FD-62DFD84E820E&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447819&GUID=D30D3FF0-8525-4C80-97F0-18B9A6B6DEFD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447870&GUID=F2157B9D-A9BD-44D9-AD49-02C155635F2B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=447871&GUID=C8F31B4C-C79D-48E7-AE2D-DD7ADE9009EA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321802&GUID=9456CDAE-998A-40E8-AB53-DE664FBB3BE1; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321803&GUID=2A26DF31-E23A-4285-A9C9-C3225841757D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321808&GUID=3A3C5961-C3C3-4234-AC34-15F6846D98B3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2321809&GUID=9171AABA-D85B-4C11-9708-FC7F1CA76AEB
2008,2008-03-26,LU 0688-2008,clu_geo_118,34,manual_queue_ai_review_researcher_accepted,medium,promote_with_caveat,official_geography_external_boundary,"Official Legistar evidence identifies ULURP C 050192 ZMK / 70 Wyckoff Avenue Rezoning in Brooklyn, with a motion to file after withdrawal of the CPC decision. District 34 is retained as project-address/name geography coding.",LU 0688-2008; Res 1333-2008,050192ZMK,NA,NA,"Uniform land use review procedure application no. C 050192 ZMK submitted by 70 Wyckoff Ave LLC, pursuant to Sections 197-c and 201 of the New York City Charter, for an amendment of the Zoning Map, Section No. 13b, changing from an M1-1 District to an R6 District and establishing a C2-4 District within an R6 District..; Resolution approving a motion to file pursuant to withdrawal of the decision of the City Planning Commission on ULURP No. C 050192 ZMK, a Zoning Map change (L.U. No. 688).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448028&GUID=70217E1F-CD23-47B1-8D6C-D2D5D9B3A37B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448156&GUID=ED90E83D-D684-43F6-BC54-A6F2A6D3D0AA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2323464&GUID=2E9D8837-8EED-4779-8F00-428398A1A044; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2323353&GUID=98C8DEF5-5A19-45D3-96DA-E0A3F4D9B05A
2008,2008-03-26,Res 1333-2008,clu_geo_118,34,manual_queue_ai_review_researcher_accepted,medium,promote_with_caveat,official_geography_external_boundary,"Official Legistar evidence identifies ULURP C 050192 ZMK / 70 Wyckoff Avenue Rezoning in Brooklyn, with a motion to file after withdrawal of the CPC decision. District 34 is retained as project-address/name geography coding.",LU 0688-2008; Res 1333-2008,050192ZMK,NA,NA,"Uniform land use review procedure application no. C 050192 ZMK submitted by 70 Wyckoff Ave LLC, pursuant to Sections 197-c and 201 of the New York City Charter, for an amendment of the Zoning Map, Section No. 13b, changing from an M1-1 District to an R6 District and establishing a C2-4 District within an R6 District..; Resolution approving a motion to file pursuant to withdrawal of the decision of the City Planning Commission on ULURP No. C 050192 ZMK, a Zoning Map change (L.U. No. 688).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448028&GUID=70217E1F-CD23-47B1-8D6C-D2D5D9B3A37B&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448156&GUID=ED90E83D-D684-43F6-BC54-A6F2A6D3D0AA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2323464&GUID=2E9D8837-8EED-4779-8F00-428398A1A044; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2323353&GUID=98C8DEF5-5A19-45D3-96DA-E0A3F4D9B05A
2008,2008-04-30,LU 0697-2008,clu_geo_012,7; 8; 9,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar text identifies the action as the 125th Street Corridor/Special 125th Street District zoning map and text amendment, with mapped boundaries from Broadway/Tiemann Place to Second Avenue and Community Districts 9, 10, and 11. DCP's a...",LU 0697-2008; LU 0719-2008; Res 1408-2008; Res 1409-2008,080099AZMM; 080100ZRM; 080100AZRM,P2008M0170,125TH ST CORRIDOR,"Uniform land use review procedure application no. C 080099(A) ZMM, pursuant to Sections 197-c and 201 of the New York City Charter and proposed modification pursuant to Section 2-06 (c) (1) of the Uniform Land Use Procedure, for an amendment of the Zoning Map, Sections Nos. 5c, 6a & 6b.; Application no. N 080100 ZRM submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article IX, Charter 7 (Special 125th Street District), establishing a special district in the Borough of Manhattan, Community District 9, 10 and 11 and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 080099 (A) ZMM, a Zoning Map change (L.U. No. 697).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448116&GUID=72F2E86C-533E-4DC6-B78F-A2902DB2766A&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448148&GUID=E5FFC70D-E7F4-4773-9133-C74D00BE5CE1&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448254&GUID=5AEE3E9A-D9A2-4AED-9816-97CD4EC4CDF3&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448255&GUID=244CB90C-0A31-460B-866B-3414E8C9BE89&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324238&GUID=6D2CA858-FBBD-4D3C-B50D-4BA9F3EEC452; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324239&GUID=B2EC1097-04F8-43D9-B242-F02EF1DDB641; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324119&GUID=A8DD6521-150B-48D0-82B2-B6249611417B; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324120&GUID=A125285A-A7CE-4760-9911-2188B3402F41
2008,2008-04-30,LU 0719-2008,clu_geo_012,7; 8; 9,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar text identifies the action as the 125th Street Corridor/Special 125th Street District zoning map and text amendment, with mapped boundaries from Broadway/Tiemann Place to Second Avenue and Community Districts 9, 10, and 11. DCP's a...",LU 0697-2008; LU 0719-2008; Res 1408-2008; Res 1409-2008,080099AZMM; 080100ZRM; 080100AZRM,P2008M0170,125TH ST CORRIDOR,"Uniform land use review procedure application no. C 080099(A) ZMM, pursuant to Sections 197-c and 201 of the New York City Charter and proposed modification pursuant to Section 2-06 (c) (1) of the Uniform Land Use Procedure, for an amendment of the Zoning Map, Sections Nos. 5c, 6a & 6b.; Application no. N 080100 ZRM submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article IX, Charter 7 (Special 125th Street District), establishing a special district in the Borough of Manhattan, Community District 9, 10 and 11 and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 080099 (A) ZMM, a Zoning Map change (L.U. No. 697).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448116&GUID=72F2E86C-533E-4DC6-B78F-A2902DB2766A&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448148&GUID=E5FFC70D-E7F4-4773-9133-C74D00BE5CE1&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448254&GUID=5AEE3E9A-D9A2-4AED-9816-97CD4EC4CDF3&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448255&GUID=244CB90C-0A31-460B-866B-3414E8C9BE89&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324238&GUID=6D2CA858-FBBD-4D3C-B50D-4BA9F3EEC452; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324239&GUID=B2EC1097-04F8-43D9-B242-F02EF1DDB641; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324119&GUID=A8DD6521-150B-48D0-82B2-B6249611417B; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324120&GUID=A125285A-A7CE-4760-9911-2188B3402F41
