query_year,vote_date,matter_file,signature_review_id,accepted_council_districts,repair_source,repair_confidence,repair_promotion_decision,repair_evidence_type,repair_note,signature_matter_files,application_keys,zap_project_ids,zap_project_names,title_examples,matter_urls,history_detail_urls
2008,2008-04-30,LU 0719-2008,clu_geo_012,7; 8; 9,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar text identifies the action as the 125th Street Corridor/Special 125th Street District zoning map and text amendment, with mapped boundaries from Broadway/Tiemann Place to Second Avenue and Community Districts 9, 10, and 11. DCP's a...",LU 0697-2008; LU 0719-2008; Res 1408-2008; Res 1409-2008,080099AZMM; 080100ZRM; 080100AZRM,P2008M0170,125TH ST CORRIDOR,"Uniform land use review procedure application no. C 080099(A) ZMM, pursuant to Sections 197-c and 201 of the New York City Charter and proposed modification pursuant to Section 2-06 (c) (1) of the Uniform Land Use Procedure, for an amendment of the Zoning Map, Sections Nos. 5c, 6a & 6b.; Application no. N 080100 ZRM submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article IX, Charter 7 (Special 125th Street District), establishing a special district in the Borough of Manhattan, Community District 9, 10 and 11 and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 080099 (A) ZMM, a Zoning Map change (L.U. No. 697).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448116&GUID=72F2E86C-533E-4DC6-B78F-A2902DB2766A&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448148&GUID=E5FFC70D-E7F4-4773-9133-C74D00BE5CE1&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448254&GUID=5AEE3E9A-D9A2-4AED-9816-97CD4EC4CDF3&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448255&GUID=244CB90C-0A31-460B-866B-3414E8C9BE89&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324238&GUID=6D2CA858-FBBD-4D3C-B50D-4BA9F3EEC452; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324239&GUID=B2EC1097-04F8-43D9-B242-F02EF1DDB641; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324119&GUID=A8DD6521-150B-48D0-82B2-B6249611417B; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324120&GUID=A125285A-A7CE-4760-9911-2188B3402F41
2008,2008-04-30,LU 0733-2008,rem_split_geo_0004,49,remaining_split_vote_geography_ai_review_researcher_accepted,high,accepted_from_remaining_split_vote_review,official_source,"Official Council records locate the Staten Island Ballpark actions north of Richmond Terrace and west of the St. George Ferry Terminal on Block 2 Lot 20, a St. George/North Shore site corresponding to Council District 49.",LU 0733-2008; Res 1411-2008,080078ZRY,P2008Y0069,YARDS TEXT AMENDMENT,"Application no. N 080078 ZRY submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter for an amendment of the Zoning Resolution of the City of New York, modifying regulations pertaining to yards and open space.; Resolution approving with modifications the decision of the City Planning Commission on Application No. N 080078 ZRY, for an amendment of the Zoning Resolution of the City of New York, modifying regulations pertaining to yards and open space (L.U. No. 733).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448218&GUID=D1C215E9-D4FA-46AB-98B3-420DE6C12D59&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448251&GUID=7BDFB43D-8898-4284-9804-B3D26685C0E7&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324241&GUID=8C514792-043C-44B7-BCCA-78A9DAF54D23; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324118&GUID=71DEBFBF-8FB3-4BCA-8C8C-60D33118834F
2008,2008-04-30,Res 1408-2008,clu_geo_012,7; 8; 9,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar text identifies the action as the 125th Street Corridor/Special 125th Street District zoning map and text amendment, with mapped boundaries from Broadway/Tiemann Place to Second Avenue and Community Districts 9, 10, and 11. DCP's a...",LU 0697-2008; LU 0719-2008; Res 1408-2008; Res 1409-2008,080099AZMM; 080100ZRM; 080100AZRM,P2008M0170,125TH ST CORRIDOR,"Uniform land use review procedure application no. C 080099(A) ZMM, pursuant to Sections 197-c and 201 of the New York City Charter and proposed modification pursuant to Section 2-06 (c) (1) of the Uniform Land Use Procedure, for an amendment of the Zoning Map, Sections Nos. 5c, 6a & 6b.; Application no. N 080100 ZRM submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article IX, Charter 7 (Special 125th Street District), establishing a special district in the Borough of Manhattan, Community District 9, 10 and 11 and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 080099 (A) ZMM, a Zoning Map change (L.U. No. 697).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448116&GUID=72F2E86C-533E-4DC6-B78F-A2902DB2766A&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448148&GUID=E5FFC70D-E7F4-4773-9133-C74D00BE5CE1&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448254&GUID=5AEE3E9A-D9A2-4AED-9816-97CD4EC4CDF3&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448255&GUID=244CB90C-0A31-460B-866B-3414E8C9BE89&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324238&GUID=6D2CA858-FBBD-4D3C-B50D-4BA9F3EEC452; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324239&GUID=B2EC1097-04F8-43D9-B242-F02EF1DDB641; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324119&GUID=A8DD6521-150B-48D0-82B2-B6249611417B; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324120&GUID=A125285A-A7CE-4760-9911-2188B3402F41
2008,2008-04-30,Res 1409-2008,clu_geo_012,7; 8; 9,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar text identifies the action as the 125th Street Corridor/Special 125th Street District zoning map and text amendment, with mapped boundaries from Broadway/Tiemann Place to Second Avenue and Community Districts 9, 10, and 11. DCP's a...",LU 0697-2008; LU 0719-2008; Res 1408-2008; Res 1409-2008,080099AZMM; 080100ZRM; 080100AZRM,P2008M0170,125TH ST CORRIDOR,"Uniform land use review procedure application no. C 080099(A) ZMM, pursuant to Sections 197-c and 201 of the New York City Charter and proposed modification pursuant to Section 2-06 (c) (1) of the Uniform Land Use Procedure, for an amendment of the Zoning Map, Sections Nos. 5c, 6a & 6b.; Application no. N 080100 ZRM submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, concerning Article IX, Charter 7 (Special 125th Street District), establishing a special district in the Borough of Manhattan, Community District 9, 10 and 11 and modifying related regulations.; Resolution approving the decision of the City Planning Commission on ULURP No. C 080099 (A) ZMM, a Zoning Map change (L.U. No. 697).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448116&GUID=72F2E86C-533E-4DC6-B78F-A2902DB2766A&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448148&GUID=E5FFC70D-E7F4-4773-9133-C74D00BE5CE1&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448254&GUID=5AEE3E9A-D9A2-4AED-9816-97CD4EC4CDF3&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448255&GUID=244CB90C-0A31-460B-866B-3414E8C9BE89&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324238&GUID=6D2CA858-FBBD-4D3C-B50D-4BA9F3EEC452; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324239&GUID=B2EC1097-04F8-43D9-B242-F02EF1DDB641; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324119&GUID=A8DD6521-150B-48D0-82B2-B6249611417B; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324120&GUID=A125285A-A7CE-4760-9911-2188B3402F41
2008,2008-04-30,Res 1411-2008,rem_split_geo_0004,49,remaining_split_vote_geography_ai_review_researcher_accepted,high,accepted_from_remaining_split_vote_review,official_source,"Official Council records locate the Staten Island Ballpark actions north of Richmond Terrace and west of the St. George Ferry Terminal on Block 2 Lot 20, a St. George/North Shore site corresponding to Council District 49.",LU 0733-2008; Res 1411-2008,080078ZRY,P2008Y0069,YARDS TEXT AMENDMENT,"Application no. N 080078 ZRY submitted by the Department of City Planning pursuant to Section 201 of the New York City Charter for an amendment of the Zoning Resolution of the City of New York, modifying regulations pertaining to yards and open space.; Resolution approving with modifications the decision of the City Planning Commission on Application No. N 080078 ZRY, for an amendment of the Zoning Resolution of the City of New York, modifying regulations pertaining to yards and open space (L.U. No. 733).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448218&GUID=D1C215E9-D4FA-46AB-98B3-420DE6C12D59&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448251&GUID=7BDFB43D-8898-4284-9804-B3D26685C0E7&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324241&GUID=8C514792-043C-44B7-BCCA-78A9DAF54D23; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2324118&GUID=71DEBFBF-8FB3-4BCA-8C8C-60D33118834F
2008,2008-06-12,Res 1491-2008,rem_split_geo_0057,44,remaining_split_vote_geography_ai_review_researcher_accepted,medium,accepted_from_remaining_split_vote_review,official_source,"Official CPC records locate Maple Lane Views on the block bounded by the LIRR Bay Ridge Division, 60th Street, 16th Avenue, and 61st Street in Brooklyn Community District 12, which maps to Council District 44, but the district assignment is externally coded from the site boundary rather than explicitly stated in the retrieved official record.",Res 1491-2008,20085444HKM; 080349HKM,P2008M0266,WEBSTER HALL & ANNEX,"Resolution affirming the designation by the Landmarks Preservation Commission of the Webster Hall and Annex, located at 119-125 East 11th Street (Block 556, Lot 68), Borough of Manhattan, Designation List No. 402, LP-2273 (L.U. No. 794) 20085444 HKM (N 080349 HKM).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448468&GUID=30B82448-6B5A-4868-82BC-FC8E99867B0C&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2325068&GUID=4A78D56C-2A49-422A-9FC6-156C921855C2
2008,2008-07-23,LU 0818-2008,clu_geo_014,3,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/CPC records identify LU 0818 / Res 1555 / C 070575 ZMM as a Manhattan Community District 2 zoning map amendment for Hudson Square North. The Council resolution and CPC report give a bounded modified rezoning area on Block 602, including Lot...",LU 0818-2008; Res 1555-2008,070575ZMM,P2007M0398,HUDSON SQ NO,"Application no. C 070575 ZMM, submitted by 627 Greenwich LLC and KMG Greenwich LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 12a, changing from an M1-5 District to an M1-5/R7X District.; Resolution approving the decision of the City Planning Commission on ULURP No. C 070575 ZMM, a Zoning Map amendment (L.U. No. 818).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448541&GUID=0B7B486B-624B-41E5-84FD-8F80B2A8D142&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448617&GUID=1C6EA473-65C4-45AD-98AA-61F97334E3AA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2325923&GUID=4476B079-2A32-4A2D-B840-DE5BC4F5972C; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2325879&GUID=8EAD7574-BE9D-4829-8EB8-97EFF5EB3AE4
2008,2008-07-23,Res 1555-2008,clu_geo_014,3,remaining_queue_ai_review_researcher_adjudicated,high,promote_with_caveat,official_geography_external_boundary,"Official Council/CPC records identify LU 0818 / Res 1555 / C 070575 ZMM as a Manhattan Community District 2 zoning map amendment for Hudson Square North. The Council resolution and CPC report give a bounded modified rezoning area on Block 602, including Lot...",LU 0818-2008; Res 1555-2008,070575ZMM,P2007M0398,HUDSON SQ NO,"Application no. C 070575 ZMM, submitted by 627 Greenwich LLC and KMG Greenwich LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 12a, changing from an M1-5 District to an M1-5/R7X District.; Resolution approving the decision of the City Planning Commission on ULURP No. C 070575 ZMM, a Zoning Map amendment (L.U. No. 818).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448541&GUID=0B7B486B-624B-41E5-84FD-8F80B2A8D142&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448617&GUID=1C6EA473-65C4-45AD-98AA-61F97334E3AA&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2325923&GUID=4476B079-2A32-4A2D-B840-DE5BC4F5972C; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2325879&GUID=8EAD7574-BE9D-4829-8EB8-97EFF5EB3AE4
2008,2008-09-04,Res 1605-2008,rem_split_geo_0058,1,remaining_split_vote_geography_ai_review_researcher_accepted,high,accepted_from_remaining_split_vote_review,official_source,"Official Council records locate the South Street Seaport/Pier 17 text amendment at 95 South Street in Lower Manhattan, corresponding to Council District 1.",Res 1605-2008,20085643HKM; 080453HKM,P2008M0328,NOHO HISTORIC DIST EXTENSION,"Resolution affirming the designation by the Landmarks Preservation Commission of the NoHo Historic District Extension, Borough of Manhattan, Designation List No. 403, LP-2287 (L.U. No. 827; 20085643 HKM (N 080453 HKM).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448687&GUID=C4D88AC7-4205-4476-9379-B305EA259D80&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2326312&GUID=47599576-8AC6-4B32-8536-FE23449337F2
2008,2008-10-23,Res 1671-2008,rem_split_geo_0059,1,remaining_split_vote_geography_ai_review_researcher_accepted,high,accepted_from_remaining_split_vote_review,official_source,"Official Council records identify the waterfront authorization for the Pier 17 commercial development on the southerly side of South Street between Beekman Street and John Street, a Lower Manhattan site in Council District 1.",Res 1671-2008,20095027HKM; 090044HKM,P2009M0020,WEST CHELSEA HISTORIC DIST,"Resolution affirming the designation by the Landmarks Preservation Commission of the West Chelsea Historic District, Borough of Manhattan, Designation List No. 404, LP-2302 (L.U. No. 884; 20095027 HKM (N 090044 HKM).",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448818&GUID=F6CCEE8E-D0E1-40D5-8CAB-452E2BBBD255&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327318&GUID=8F1ED0DF-49EA-48F1-990F-22CF2AAD5071
2008,2008-11-19,LU 0921-2008,clu_geo_011,3,remaining_queue_ai_review_researcher_adjudicated,medium,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar resolutions identify the project as a linked DOS garage and salt shed action with precise Manhattan sites: 500 Washington Street, Block 596, Lot 50, for the garage/special permit, and 553 Canal Street/297 West Street, Block 595, Lo...",LU 0921-2008; LU 0925-2008; LU 0926-2008; Res 1713-2008; Res 1717-2008; Res 1718-2008,080281ZSM; 080279PSM; 080280PCM,P2008M0223,DOS GARAGE & SALT SHED,"Application no. C 080281 ZSM submitted by the New York City Department of Sanitation pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 (a) (2) of the Zoning Resolution to modify the requirements of Section 43-40 and Section 43-20 to allow a proposed parking garage at 500 Washington Street (Block 596, Lot 50). This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to §197-d (b)(2) of the Charter or called up by vote of the Council pursuant to §197-d (b)(3) of; Application no. C 080279 PSM, pursuant to §197-c of the New York City Charter, for the site selection of property located at 553 Canal Street/297 West Street (Block 595, Lot 87) for use as a salt storage.; Application no. C 080280 PCM, pursuant to §197-c of the New York City Charter, submitted by the Department of Sanitation and the Department of citywide Administrative Services for the site selection of property located at 500 Washington Street (Block 596, Lot 50) for use as a garage.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448844&GUID=03D04D79-25D2-46F7-94CD-5B071838DB7D&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448848&GUID=769C9622-E8A7-4332-AF14-B676E5609EBD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448849&GUID=1E9E993E-1357-4904-BD5E-296884E5ACF6&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448903&GUID=15647F45-6279-43D8-BB43-712B17DB49D5&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448904&GUID=B458F2E8-DCB4-4427-BDC1-79784CD61380&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448905&GUID=6E6E1850-DAB6-4395-B2C7-B8D1CABC6BE5&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327650&GUID=F602B454-D72B-463B-BEFA-DFED857B73FE; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327651&GUID=08C2DA8E-F93A-4127-B694-D9FEB025EFD3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327652&GUID=0792B2EA-00BA-4EEB-B7D6-2A4AABDE66FA; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327698&GUID=FE8BA55E-4759-481B-BB6D-A383877EB739; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327699&GUID=CF6F89B2-B7EF-424B-AEA7-4701A704F60D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327700&GUID=60DAE84E-C787-43F8-8FEA-DE6E58E4AF81
2008,2008-11-19,LU 0925-2008,clu_geo_011,3,remaining_queue_ai_review_researcher_adjudicated,medium,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar resolutions identify the project as a linked DOS garage and salt shed action with precise Manhattan sites: 500 Washington Street, Block 596, Lot 50, for the garage/special permit, and 553 Canal Street/297 West Street, Block 595, Lo...",LU 0921-2008; LU 0925-2008; LU 0926-2008; Res 1713-2008; Res 1717-2008; Res 1718-2008,080281ZSM; 080279PSM; 080280PCM,P2008M0223,DOS GARAGE & SALT SHED,"Application no. C 080281 ZSM submitted by the New York City Department of Sanitation pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 (a) (2) of the Zoning Resolution to modify the requirements of Section 43-40 and Section 43-20 to allow a proposed parking garage at 500 Washington Street (Block 596, Lot 50). This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to §197-d (b)(2) of the Charter or called up by vote of the Council pursuant to §197-d (b)(3) of; Application no. C 080279 PSM, pursuant to §197-c of the New York City Charter, for the site selection of property located at 553 Canal Street/297 West Street (Block 595, Lot 87) for use as a salt storage.; Application no. C 080280 PCM, pursuant to §197-c of the New York City Charter, submitted by the Department of Sanitation and the Department of citywide Administrative Services for the site selection of property located at 500 Washington Street (Block 596, Lot 50) for use as a garage.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448844&GUID=03D04D79-25D2-46F7-94CD-5B071838DB7D&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448848&GUID=769C9622-E8A7-4332-AF14-B676E5609EBD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448849&GUID=1E9E993E-1357-4904-BD5E-296884E5ACF6&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448903&GUID=15647F45-6279-43D8-BB43-712B17DB49D5&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448904&GUID=B458F2E8-DCB4-4427-BDC1-79784CD61380&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448905&GUID=6E6E1850-DAB6-4395-B2C7-B8D1CABC6BE5&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327650&GUID=F602B454-D72B-463B-BEFA-DFED857B73FE; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327651&GUID=08C2DA8E-F93A-4127-B694-D9FEB025EFD3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327652&GUID=0792B2EA-00BA-4EEB-B7D6-2A4AABDE66FA; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327698&GUID=FE8BA55E-4759-481B-BB6D-A383877EB739; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327699&GUID=CF6F89B2-B7EF-424B-AEA7-4701A704F60D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327700&GUID=60DAE84E-C787-43F8-8FEA-DE6E58E4AF81
2008,2008-11-19,LU 0926-2008,clu_geo_011,3,remaining_queue_ai_review_researcher_adjudicated,medium,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar resolutions identify the project as a linked DOS garage and salt shed action with precise Manhattan sites: 500 Washington Street, Block 596, Lot 50, for the garage/special permit, and 553 Canal Street/297 West Street, Block 595, Lo...",LU 0921-2008; LU 0925-2008; LU 0926-2008; Res 1713-2008; Res 1717-2008; Res 1718-2008,080281ZSM; 080279PSM; 080280PCM,P2008M0223,DOS GARAGE & SALT SHED,"Application no. C 080281 ZSM submitted by the New York City Department of Sanitation pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 (a) (2) of the Zoning Resolution to modify the requirements of Section 43-40 and Section 43-20 to allow a proposed parking garage at 500 Washington Street (Block 596, Lot 50). This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to §197-d (b)(2) of the Charter or called up by vote of the Council pursuant to §197-d (b)(3) of; Application no. C 080279 PSM, pursuant to §197-c of the New York City Charter, for the site selection of property located at 553 Canal Street/297 West Street (Block 595, Lot 87) for use as a salt storage.; Application no. C 080280 PCM, pursuant to §197-c of the New York City Charter, submitted by the Department of Sanitation and the Department of citywide Administrative Services for the site selection of property located at 500 Washington Street (Block 596, Lot 50) for use as a garage.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448844&GUID=03D04D79-25D2-46F7-94CD-5B071838DB7D&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448848&GUID=769C9622-E8A7-4332-AF14-B676E5609EBD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448849&GUID=1E9E993E-1357-4904-BD5E-296884E5ACF6&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448903&GUID=15647F45-6279-43D8-BB43-712B17DB49D5&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448904&GUID=B458F2E8-DCB4-4427-BDC1-79784CD61380&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448905&GUID=6E6E1850-DAB6-4395-B2C7-B8D1CABC6BE5&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327650&GUID=F602B454-D72B-463B-BEFA-DFED857B73FE; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327651&GUID=08C2DA8E-F93A-4127-B694-D9FEB025EFD3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327652&GUID=0792B2EA-00BA-4EEB-B7D6-2A4AABDE66FA; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327698&GUID=FE8BA55E-4759-481B-BB6D-A383877EB739; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327699&GUID=CF6F89B2-B7EF-424B-AEA7-4701A704F60D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327700&GUID=60DAE84E-C787-43F8-8FEA-DE6E58E4AF81
2008,2008-11-19,Res 1713-2008,clu_geo_011,3,remaining_queue_ai_review_researcher_adjudicated,medium,promote_with_caveat,official_geography_external_boundary,"Official Council/Legistar resolutions identify the project as a linked DOS garage and salt shed action with precise Manhattan sites: 500 Washington Street, Block 596, Lot 50, for the garage/special permit, and 553 Canal Street/297 West Street, Block 595, Lo...",LU 0921-2008; LU 0925-2008; LU 0926-2008; Res 1713-2008; Res 1717-2008; Res 1718-2008,080281ZSM; 080279PSM; 080280PCM,P2008M0223,DOS GARAGE & SALT SHED,"Application no. C 080281 ZSM submitted by the New York City Department of Sanitation pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 (a) (2) of the Zoning Resolution to modify the requirements of Section 43-40 and Section 43-20 to allow a proposed parking garage at 500 Washington Street (Block 596, Lot 50). This application is subject to review and action by the Land Use Committee only if appealed to the Council pursuant to §197-d (b)(2) of the Charter or called up by vote of the Council pursuant to §197-d (b)(3) of; Application no. C 080279 PSM, pursuant to §197-c of the New York City Charter, for the site selection of property located at 553 Canal Street/297 West Street (Block 595, Lot 87) for use as a salt storage.; Application no. C 080280 PCM, pursuant to §197-c of the New York City Charter, submitted by the Department of Sanitation and the Department of citywide Administrative Services for the site selection of property located at 500 Washington Street (Block 596, Lot 50) for use as a garage.",https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448844&GUID=03D04D79-25D2-46F7-94CD-5B071838DB7D&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448848&GUID=769C9622-E8A7-4332-AF14-B676E5609EBD&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448849&GUID=1E9E993E-1357-4904-BD5E-296884E5ACF6&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448903&GUID=15647F45-6279-43D8-BB43-712B17DB49D5&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448904&GUID=B458F2E8-DCB4-4427-BDC1-79784CD61380&Options=ID|Text|&Search=; https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=448905&GUID=6E6E1850-DAB6-4395-B2C7-B8D1CABC6BE5&Options=ID|Text|&Search=,https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327650&GUID=F602B454-D72B-463B-BEFA-DFED857B73FE; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327651&GUID=08C2DA8E-F93A-4127-B694-D9FEB025EFD3; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327652&GUID=0792B2EA-00BA-4EEB-B7D6-2A4AABDE66FA; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327698&GUID=FE8BA55E-4759-481B-BB6D-A383877EB739; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327699&GUID=CF6F89B2-B7EF-424B-AEA7-4701A704F60D; https://legistar.council.nyc.gov/HistoryDetail.aspx?ID=2327700&GUID=60DAE84E-C787-43F8-8FEA-DE6E58E4AF81
