review_id,document_id,project_name,vote_year,action_code,sample_group,field,human_value,model_value,agreement,model_confidence,evidence_pdf_pages,evidence_quotes,evidence_explanations,model_summary,response_id,response_model,input_tokens,output_tokens,total_tokens,request_sha256
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,councilmember_position,none_or_procedural,none_or_procedural,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,civic_group_position,opposition,opposition,1,high,3,"Appearances in opposition were made by a representative of the Tudor City Tenants Association, a representative of the Turtle Bay Association",Documented civic and tenant organizations opposed the heliport.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,cpc_support_speakers,null,null,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,cpc_opposition_speakers,null,null,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,cb_support_votes,null,null,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,cb_opposition_votes,null,null,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,affordability_displacement,0,0,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,traffic_parking,1,1,1,high,4 | 9,"The highways, which are the prime means of access to the region's three major airports ... are often badly congested | a 400 car garage which will prevent the creation of excessive auto parking",Airport-access congestion was substantively considered. | CPC specifically considered parking effects.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,scale_character_preservation,0,0,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,infrastructure_services,1,1,1,medium,4,"Reactivation of the Pan Am Building heliport would provide a convenient, reliable, and airport access alternative",Transportation access and service were central to CPC's consideration.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,environment_open_space,1,1,1,high,8 | 5,requested Environmental Impact Statements (EIS) under the new State legislation dealing with the environment | All locations - waterfront or inner core sites - carry some measure of operating risk and affect the environment in the immediate area,Environmental impacts and the need for an EIS were substantively raised during review. | CPC substantively analyzed environmental effects and the proposed waterfront alternative.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,specific_project,1,1,1,high,1,provides for the rehabilitation of 150 units of housing in four buildings,The application concerns identified buildings and a concrete rehabilitation project.,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,dev_direction,none,upzone,0,medium,1,"The proposed rehabilitation, to be known as Morrisania III consists of 154 rental apartments",The approval enables a specific residential rehabilitation and indicates slightly more proposed units than the report's initial 150-unit description.,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,substantial_local_opposition,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,local_request_condition,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,revision_or_concession,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,procedural_response,1,1,1,high,8,"jointly examine these issues, examine existing standards and propose modified or new guidelines",CPC recommended a future interagency examination and guidelines rather than a modification to this project.,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,explicit_local_response,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,approved_unresolved_objection,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,cb_request_or_opposition,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,bp_request_or_opposition,0,0,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,councilmember_position,none_or_procedural,none_or_procedural,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,civic_group_position,none_or_procedural,none_or_procedural,1,high,,,,"Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,cpc_support_speakers,0,0,1,high,3,There were no speakers,"The report establishes zero speaker appearances, including zero in support.","Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
J152,8b44bfdc45778e862a30,CPC report C 770410 HOX,1977,HO,jacob_only,cpc_opposition_speakers,0,0,1,high,3,There were no speakers,"The report establishes zero speaker appearances, including zero in opposition.","Community Board 4 approved the applications 15–1 without documenting a substantive condition or institutional opposition, and no one spoke at the CPC hearing. CPC approved the rehabilitation but expressed project-specific concerns about light and air in some apartments. No project revision or applicant concession is reported; CPC instead recommended future interagency review of rehabilitation standards and guidelines. Thus, no notable local objection remained unresolved, although CPC's own design concerns were not remedied through a documented project change.",resp_0a1fe300fc6453b1006a8371ec2fc881979c540e050880a21c,gpt-5.6-sol,5922,2217,8139,1744e93302b8aae0e8dce44ec9918696a426b27647a0eb385a446e6323fa2507
